177.181,47,108.019,47,147,1766,7018,133,876,2779.043718,268156,28.80071297,0.839141572,88,375.2548332,6898,20.41406058,0.640982058,quasistable
171.237,49,93.005,57,139,2199,7704,66,908,2673.587874,266093,26.86305962,0.882277441,100,417.9827551,8258.5,21.15512303,0.615104838,quasistable
174.233,49,102,45,144,1999,6789,96,872,2514.374671,265833.5,23.78210417,0.892515243,104,438.5685415,9676,19.87829326,0.646005898,quasistable
177.102,49,112.04,50,150,1553,6921,155,868,2715.629505,266039.5,27.72010775,0.857358041,112,469.6396092,10813.5,20.39685232,0.647789722,quasistable
173.185,50,107.042,44,146,1852,6442,217,832,2479.102593,260009,23.63744973,0.884500135,112,470.8111821,11052.5,20.05547788,0.640285589,quasistable
168.048,37,106.118,40,136,1834,6072,144,864,2489.102593,266904,23.21295941,0.883189217,112,478.5685415,11696,19.58172443,0.651365177,quasistable
166.244,44,106,44,140,2140,6553,175,896,2487.73001,267544,23.13189831,0.905132807,112,465.3969686,11055,19.59243224,0.609652778,quasistable
181.276,54,113.04,50,153,2179,7473,196,872,2466.031525,264658.5,22.97795644,0.888504801,120,496.4680363,12288.5,20.05781919,0.585142092,quasistable
175.231,48,114.039,41,150,1807,6324,186,888,2649.629505,265424.5,26.45022035,0.881125125,112,471.3969686,11556,19.22941347,0.617369447,quasistable
179.338,52,108.042,31,148,2217,5327,239,896,2510.859953,270732.5,23.28651972,0.899011077,116,478.2253957,11637,19.65279102,0.557518373,quasistable
176.343,49,108.005,38,144,2250,6117,264,904,2536.759447,273949,23.49031569,0.884262668,116,477.6396092,11289.5,20.20812226,0.558946405,quasistable
184.174,54,124.145,36,158,1974,5946,302,900,2685.629505,273722.5,26.35006562,0.892662051,124,634.9533175,18952.5,21.27242925,0.796894522,quasistable
171.105,48,127.252,44,150,1639,6546,383,900,2548.759447,269347,24.11823677,0.89067632,140,634.3675311,20729,19.41348664,0.680478751,quasistable
172.351,34,122.801,36,144,1229,5931,268,904,2555.102593,275859,23.66625436,0.896129352,136,633.7817446,19649.5,20.4422148,0.709057876,quasistable
173.349,36,119.004,44,144,1491,6953,188,908,2542.516807,276885.5,23.34680477,0.884145975,144,648.6101717,20410.5,20.61170255,0.679636544,quasistable
